brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
INFINITI,G Convertible,09/10,>,37,09/10,>,235,320,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake discs,Prime,09.E522.11,320mm,34mm,49mm,,5,Ventilated,68mm,32mm,,1,,,,,,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake discs,Prime,09.D708.11,355mm,32mm,49mm,,5,Ventilated,68mm,30mm,,1,,,,,,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake discs,Prime,09.B522.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake discs,Prime,09.D690.11,350mm,20mm,62mm,,5,Ventilated,68mm,18mm,,1,,,,,,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime,P 56 089,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime Ceramic,P56089N,,16mm,76mm,127mm,,,,,,,Akebono,Acoustic,"24920, 24994",D1346 8457,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime Ceramic,P56094N,,17mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 8221,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime,P 56 080,,16mm,58mm,158mm,,,,,,,Teves,Acoustic,"24930, 24932, 24933",D1287 8404,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime Ceramic,P56080N,,16mm,58mm,158mm,,,,,,,Teves,Acoustic,"24930, 24932, 24933",D1287 8404,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime,P 56 095,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime Ceramic,P56095N,,14mm,59mm,100mm,,,,,,,Akebono,Acoustic,"24921, 24995",D1347 8458,With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M6 | D,1M1.8043A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M6 | TY1,1M2.8043A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M6 | TY3,1M3.8043A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M6 | D,1M1.9020A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M6 | TY1,1M2.9020A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M6 | TY3,1M3.9020A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M4 | D,2P1.8021A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M4 | TY1,2P2.8021A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/07,>,37,09/10,>,235,320,UPGRADE GT kit,GT | M4 | TY3,2P3.8021A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake discs,Prime,09.B446.11,296mm,24mm,49mm,,5,Ventilated,68mm,22mm,,1,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake discs,Prime,09.B266.11,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake discs,Xtra,09.B266.1X,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake discs,Prime,09.8969.21,292mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake discs,Prime,09.B522.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake pads,Prime,P 56 051,,16mm,66mm,136mm,,,,,,,Tokico,Acoustic,"24056, 24057, 24667",D969 7870,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake pads,Prime Ceramic,P56051N,,16mm,66mm,136mm,,,,,,,Tokico,Acoustic,"24056, 24057, 24667",D969 7870,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | A4 | D,1B1.7013A_,332mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | A4 | TY1,1B2.7013A_,332mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | A4 | D,1B1.8032A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | A4 | TY1,1B2.8032A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | A4 | TY3,1B3.8032A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M6 | D,1M1.8024A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M6 | TY1,1M2.8024A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M6 | TY3,1M3.8024A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M6 | D,1M1.9043A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M6 | TY1,1M2.9043A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M6 | TY3,1M3.9043A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M4 | D,2P1.8023A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M4 | TY1,2P2.8023A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/02,12/06,209,284,UPGRADE GT kit,GT | M4 | TY3,2P3.8023A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake discs,Prime,09.B446.11,296mm,24mm,49mm,,5,Ventilated,68mm,22mm,,1,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake discs,Prime,09.B266.11,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake discs,Xtra,09.B266.1X,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake discs,Prime,09.8969.21,292mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake discs,Prime,09.B522.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime,P 56 051,,16mm,66mm,136mm,,,,,,,Tokico,Acoustic,"24056, 24057, 24667",D969 7870,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime Ceramic,P56051N,,16mm,66mm,136mm,,,,,,,Tokico,Acoustic,"24056, 24057, 24667",D969 7870,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime,P 56 021,,17mm,53mm,137mm,,,,,,,Sumitomo,Acoustic,"21561, 21562, 21633","D526 7407, D653 7318, D653 7407, D815 7605, D815 7783",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime Ceramic,P56021N,,17mm,53mm,137mm,,,,,,,Sumitomo,Acoustic,"21561, 21562, 21633","D526 7407, D653 7318, D653 7407, D815 7605, D815 7783",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime,P 56 065,,17mm,53mm,137mm,,,,,,,Sumitomo,Acoustic,"21561, 21562","D430 7318, D815 7318",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime Ceramic,P56065N,,17mm,53mm,137mm,,,,,,,Sumitomo,Acoustic,"21561, 21562","D430 7318, D815 7318",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime Ceramic,P56094N,,17mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 8221,With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,,,,
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | A4 | D,1B1.7013A_,332mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | A4 | TY1,1B2.7013A_,332mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | A4 | D,1B1.8032A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | A4 | TY1,1B2.8032A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | A4 | TY3,1B3.8032A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M6 | D,1M1.8024A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M6 | TY1,1M2.8024A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M6 | TY3,1M3.8024A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M6 | D,1M1.9043A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M6 | TY1,1M2.9043A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M6 | TY3,1M3.9043A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M4 | D,2P1.8023A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M4 | TY1,2P2.8023A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5,09/04,06/07,220,299,UPGRADE GT kit,GT | M4 | TY3,2P3.8023A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake discs,Prime,09.B446.11,296mm,24mm,49mm,,5,Ventilated,68mm,22mm,,1,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake discs,Prime,09.B266.11,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake discs,Xtra,09.B266.1X,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake discs,Prime,09.8969.21,292mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake discs,Prime,09.B522.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Prime,P 56 065,,17mm,53mm,137mm,,,,,,,Sumitomo,Acoustic,"21561, 21562","D430 7318, D815 7318",With anti-squeal shim,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Prime Ceramic,P56065N,,17mm,53mm,137mm,,,,,,,Sumitomo,Acoustic,"21561, 21562","D430 7318, D815 7318",With anti-squeal shim,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,G Coupe,09/02,12/07,3.5 X,09/04,06/07,209,284,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake discs,Prime,09.E522.11,320mm,34mm,49mm,,5,Ventilated,68mm,32mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake discs,Prime,09.B265.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake pads,Prime Ceramic,P56094N,,17mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 8221,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,30d,03/10,>,175,238,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake discs,Prime,09.E522.11,320mm,34mm,49mm,,5,Ventilated,68mm,32mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake discs,Prime,09.B266.11,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake discs,Xtra,09.B266.1X,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake discs,Prime,09.B265.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,35h,04/11,>,268,364,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake discs,Prime,09.E522.11,320mm,34mm,49mm,,5,Ventilated,68mm,32mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake discs,Prime,09.B266.11,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake discs,Xtra,09.B266.1X,320mm,28mm,49mm,,5,Ventilated,68mm,26mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake discs,Prime,09.D708.11,355mm,32mm,49mm,,5,Ventilated,68mm,30mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake discs,Prime,09.B265.11,308mm,16mm,62mm,,5,Ventilated,68mm,14mm,,2,,,,,,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake discs,Prime,09.E528.11,350mm,20mm,62mm,,5,Ventilated,68mm,18mm,,1,,,,,,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake pads,Prime,P 56 058,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake pads,Prime Ceramic,P56058N,,16mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 7766,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake pads,Prime Ceramic,P56094N,,17mm,59mm,157mm,,,,,,,Sumitomo,Acoustic,"23698, 23699",D888 8221,With anti-squeal shim,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake pads,Prime,P 56 046,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake pads,Prime Ceramic,P56046N,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,M (Y51),03/10,>,37,03/10,>,235,320,Brake pads,Xtra Ceramic,P56046NX,,14mm,37mm,105mm,,,,,,,Akebono,Acoustic,"23871, 23872, 24088","D1288 8405, D1393 8501, D1626 8842, D905 7784",With anti-squeal shim,
INFINITI,Q30,11/15,>,1.6,11/15,>,115,156,Brake pads,Prime,P 50 093,,19mm,72mm,144mm,,,,,,,TRW,Prepared for wear indicator,24869,D1694 8920,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,Q30,11/15,>,1.6,11/15,>,115,156,Brake pads,Prime Ceramic,P50093N,,19mm,72mm,144mm,,,,,,,TRW,Prepared for wear indicator,24869,D1694 8920,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,Q30,11/15,>,1.6,11/15,>,115,156,Brake pads,Xtra,P 50 093X,,19mm,72mm,144mm,,,,,,,TRW,Prepared for wear indicator,24869,D1694 8920,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,Q30,11/15,>,1.6,11/15,>,115,156,Brake pads,Prime,P 50 140,,19mm,59mm,106mm,,,,,,,TRW,Prepared for wear indicator,24848,D1646 8874,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,Q30,11/15,>,1.6,11/15,>,115,156,Brake pads,Prime Ceramic,P50140N,,19mm,59mm,106mm,,,,,,,TRW,Prepared for wear indicator,24848,D1646 8874,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
INFINITI,Q30,11/15,>,Wear indicator,11/15,>,115,156,Brake pad accessories,Prime,A 00 353,,,,,,,,,,,,,,,,,93mm
